name,year,set,card_number,player,sport,parallel,grade,grader,condition,quantity,acquired_price,image_url,notes,scp_id,collx_id,collx_market_value,collx_asking_price
2025 Topps Chrome - Pink X-Fractor Joe Alt #157,2025,2025 Topps Chrome - Pink X-Fractor,157,Joe Alt,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082863571997644800-1-dUNv.jpg,,,1082863571997644800,,
2025 Topps Chrome Jaylen Waddle #186,2025,2025 Topps Chrome,186,Jaylen Waddle,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082863594311342080-1-1vnh.jpg,,,1082863594311342080,1.62,
2025 Topps Chrome - Topps Refractor Drake London #12,2025,2025 Topps Chrome - Topps Refractor,12,Drake London,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082863613236041728-1-Yt41.jpg,,,1082863613236041728,2.50,
2025 Topps Chrome - Topps Refractor Garrett Bradbury #212,2025,2025 Topps Chrome - Topps Refractor,212,Garrett Bradbury,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082863643460196352-1-niyU.jpg,,,1082863643460196352,3.80,
2025 Topps Chrome - Power Players Refractor Lamar Jackson #PP-1,2025,2025 Topps Chrome - Power Players Refractor,PP-1,Lamar Jackson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082863657351731200-1-8CVf.jpg,,,1082863657351731200,1.00,
2025 Panini Phoenix - Thunderbirds Justin Jefferson #34,2025,2025 Panini Phoenix - Thunderbirds,34,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622063797552128-1-0PI9.jpg,,,1082622063797552128,1.00,
2025 Panini Phoenix - Thunderbirds Justin Fields #40,2025,2025 Panini Phoenix - Thunderbirds,40,Justin Fields,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622082621588480-1-n3uh.jpg,,,1082622082621588480,1.59,
2025 Panini Phoenix - Thunderbirds Christian McCaffrey #44,2025,2025 Panini Phoenix - Thunderbirds,44,Christian McCaffrey,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622104138368000-1-d8G6.jpg,,,1082622104138368000,1.12,
2025 Panini Phoenix - Thunderbirds DK Metcalf #43,2025,2025 Panini Phoenix - Thunderbirds,43,DK Metcalf,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622129740399616-1-BH6a.jpg,,,1082622129740399616,1.40,
2025 Panini Phoenix - Thunderbirds Michael Penix Jr. #2,2025,2025 Panini Phoenix - Thunderbirds,2,Michael Penix Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622154419684352-1-1RM6.jpg,,,1082622154419684352,1.25,
2025 Panini Phoenix - Thunderbirds Geno Smith #26,2025,2025 Panini Phoenix - Thunderbirds,26,Geno Smith,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622171238843392-1-vOvF.jpg,,,1082622171238843392,1.00,
2025 Panini Phoenix - Silver Pyramids Prizm Luther Burden III #196 (RC),2025,2025 Panini Phoenix - Silver Pyramids Prizm,196,Luther Burden III,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622204776498176-1-LB0i.jpg,,,1082622204776498176,2.00,
2025 Panini Phoenix - Silver Pyramids Prizm Maxwell Hairston #237 (RC),2025,2025 Panini Phoenix - Silver Pyramids Prizm,237,Maxwell Hairston,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622254663549952-1-pPH.jpg,,,1082622254663549952,1.89,
2025 Panini Phoenix - Contours CeeDee Lamb #9,2025,2025 Panini Phoenix - Contours,9,CeeDee Lamb,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622317351617536-1-KtLX.jpg,,,1082622317351617536,1.75,
2025 Panini Phoenix - Contours Jalen Hurts #26,2025,2025 Panini Phoenix - Contours,26,Jalen Hurts,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622333248029696-1-t057.jpg,,,1082622333248029696,2.00,
2025 Panini Phoenix - Contours Ashton Jeanty #17,2025,2025 Panini Phoenix - Contours,17,Ashton Jeanty,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622355544949760-1-Y1Iw.jpg,,,1082622355544949760,2.00,
2025 Panini Phoenix Jaylin Noel #161 (RC),2025,2025 Panini Phoenix,161,Jaylin Noel,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082622371709797376-1-3p9j.jpg,,,1082622371709797376,1.49,
2025 Panini Phoenix - Paragon Emeka Egbuka #3,2025,2025 Panini Phoenix - Paragon,3,Emeka Egbuka,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618557552346112-1-Dhh6.jpg,,,1082618557552346112,1.25,
2025 Panini Phoenix Drake Maye #111,2025,2025 Panini Phoenix,111,Drake Maye,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618595913450496-1-6Ol.jpg,,,1082618595913450496,1.49,
2025 Panini Phoenix - Silver Prizm Jalen Hurts #95,2025,2025 Panini Phoenix - Silver Prizm,95,Jalen Hurts,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618615735731200-1-7kOQ.jpg,,,1082618615735731200,0.54,
2025 Panini Phoenix Justin Jefferson #135,2025,2025 Panini Phoenix,135,Justin Jefferson,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618630575178752-1-XBwr.jpg,,,1082618630575178752,1.32,
2025 Panini Phoenix DK Metcalf #4,2025,2025 Panini Phoenix,4,DK Metcalf,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618667401167872-1-sHy5.jpg,,,1082618667401167872,1.29,
2025 Panini Phoenix - Silver Pyramids Prizm A.J. Green #100,2025,2025 Panini Phoenix - Silver Pyramids Prizm,100,A.J. Green,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618732672926720-1-H6Sa.jpg,,,1082618732672926720,0.66,
2025 Panini Phoenix - Silver Hyper Prizm Ashton Jeanty #158 (RC),2025,2025 Panini Phoenix - Silver Hyper Prizm,158,Ashton Jeanty,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618799672738816-1-ZagJ.jpg,,,1082618799672738816,2.39,
2025 Panini Phoenix - Light Blue Pyramids Prizm Tee Higgins #132 (SN385),2025,2025 Panini Phoenix - Light Blue Pyramids Prizm,132,Tee Higgins,Football,SN385,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618842429473792-1-ELLK.jpg,,,1082618842429473792,,
2025 Panini Phoenix - Contours Omarion Hampton #18,2025,2025 Panini Phoenix - Contours,18,Omarion Hampton,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618894782776320-1-hHWq.jpg,,,1082618894782776320,1.00,
2025 Panini Phoenix - Silver Pyramids Prizm Colston Loveland #179 (RC),2025,2025 Panini Phoenix - Silver Pyramids Prizm,179,Colston Loveland,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082618974986257408-1-LcPQ.jpg,,,1082618974986257408,2.40,
2025 Panini Phoenix Josh Allen #129,2025,2025 Panini Phoenix,129,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082619043714122752-1-UprY.jpg,,,1082619043714122752,1.49,
2025 Panini Phoenix - Teal Pyramids Prizm Sean McDermott #42 (SN225),2025,2025 Panini Phoenix - Teal Pyramids Prizm,42,Sean McDermott,Football,SN225,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1082619065247679488-1-UYTo.jpg,,,1082619065247679488,2.62,
2023 Panini Contenders - Historic Draft Class Contenders Red Randy Moss #HDC-RM,2023,2023 Panini Contenders - Historic Draft Class Contenders Red,HDC-RM,Randy Moss,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606432962467840-1-DVst.jpg,,,1078606432962467840,1.49,
2023 Panini Contenders Drake London #5,2023,2023 Panini Contenders,5,Drake London,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606467162822656-1-Gcn5.jpg,,,1078606467162822656,0.16,
2023 Panini Contenders - Season Ticket Retail Foye Oluokun #46,2023,2023 Panini Contenders - Season Ticket Retail,46,Foye Oluokun,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606489736566784-1-FXLS.jpg,,,1078606489736566784,0.59,
2023 Panini Contenders Christian McCaffrey #87,2023,2023 Panini Contenders,87,Christian McCaffrey,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606520438872064-1-sb5P.jpg,,,1078606520438872064,0.49,
2023 Panini Contenders Tua Tagovailoa #64,2023,2023 Panini Contenders,64,Tua Tagovailoa,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606540932241408-1-R2wy.jpg,,,1078606540932241408,0.16,
2023 Panini Contenders Sam Hubbard #23,2023,2023 Panini Contenders,23,Sam Hubbard,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606567364745216-1-nJC3.jpg,,,1078606567364745216,0.99,
2023 Panini Contenders Jalen Hurts #81,2023,2023 Panini Contenders,81,Jalen Hurts,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606597479847936-1-2pKS.jpg,,,1078606597479847936,2.03,
2023 Panini Contenders Jordan Love #39,2023,2023 Panini Contenders,39,Jordan Love,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606626244384768-1-hstr.jpg,,,1078606626244384768,0.99,
2023 Panini Contenders Will Levis #97 (RC),2023,2023 Panini Contenders,97,Will Levis,Football,RC,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606649497606144-1-iyzl.jpg,,,1078606649497606144,1.00,
2023 Panini Contenders Adam Thielen #14,2023,2023 Panini Contenders,14,Adam Thielen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606682557110272-1-aJTY.jpg,,,1078606682557110272,1.69,
2023 Panini Contenders Brock Purdy #86,2023,2023 Panini Contenders,86,Brock Purdy,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606704266827776-1-tbkv.jpg,,,1078606704266827776,0.21,
2023 Panini Contenders Shaquille Leonard #45,2023,2023 Panini Contenders,45,Shaquille Leonard,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078606732637100032-1-IYgo.jpg,,,1078606732637100032,1.31,
2023 Panini Contenders Haason Reddick #80,2023,2023 Panini Contenders,80,Haason Reddick,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593531258198016-1-dBXd.jpg,,,1078593531258198016,1.10,
2023 Panini Contenders - Season Ticket Retail Joe Burrow #22,2023,2023 Panini Contenders - Season Ticket Retail,22,Joe Burrow,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593546215086080-1-h2M.jpg,,,1078593546215086080,1.50,
2023 Panini Contenders Jaylen Waddle #63,2023,2023 Panini Contenders,63,Jaylen Waddle,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593581967333376-1-yOYH.jpg,,,1078593581967333376,0.19,
2023 Panini Contenders Desmond Ridder #4,2023,2023 Panini Contenders,4,Desmond Ridder,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593602720749568-1-GyHQ.jpg,,,1078593602720749568,0.99,
2023 Panini Contenders - Red Zone Ticket 1st Off the Line Sam Howell #100,2023,2023 Panini Contenders - Red Zone Ticket 1st Off the Line,100,Sam Howell,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593639009867776-1-N9k.jpg,,,1078593639009867776,5.00,
2023 Panini Contenders John Metchie III #42,2023,2023 Panini Contenders,42,John Metchie III,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593668663597056-1-408l.jpg,,,1078593668663597056,1.00,
2023 Panini Contenders Najee Harris #84,2023,2023 Panini Contenders,84,Najee Harris,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593701169453056-1-yEGV.jpg,,,1078593701169453056,0.62,
2023 Panini Contenders Jaire Alexander #38,2023,2023 Panini Contenders,38,Jaire Alexander,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593713400043520-1-elfj.jpg,,,1078593713400043520,0.99,
2023-24 Panini Contenders Keldon Johnson #68,2023,2023-24 Panini Contenders,68,Keldon Johnson,Basketball,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593753178822656-1-7Mq.jpg,,,1078593753178822656,1.07,
2023 Panini Contenders Kayvon Thibodeaux #76,2023,2023 Panini Contenders,76,Kayvon Thibodeaux,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593781247105024-1-ji69.jpg,,,1078593781247105024,0.99,
2023 Panini Contenders DJ Moore #18,2023,2023 Panini Contenders,18,DJ Moore,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593806396151808-1-SSFN.jpg,,,1078593806396151808,0.61,
2023 Panini Contenders Justin Herbert #59,2023,2023 Panini Contenders,59,Justin Herbert,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078593830362404864-1-3CA.jpg,,,1078593830362404864,0.16,
2023 Panini Contenders - Historic Draft Class Contenders Red Tony Mandarich #HDC-TM,2023,2023 Panini Contenders - Historic Draft Class Contenders Red,HDC-TM,Tony Mandarich,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078584853654263808-1-NYtz.jpg,,,1078584853654263808,1.44,
2023 Panini Contenders - Rookie Stallions Red Luke Schoonmaker #18,2023,2023 Panini Contenders - Rookie Stallions Red,18,Luke Schoonmaker,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078584890119542784-1-Lfjc.jpg,,,1078584890119542784,1.00,
2023 Panini Contenders - Rookie Stallions Red Hendon Hooker #8,2023,2023 Panini Contenders - Rookie Stallions Red,8,Hendon Hooker,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078584904480839680-1-YaaS.jpg,,,1078584904480839680,1.99,
2023 Panini Contenders - Round Numbers Red Christian Gonzalez / Emmanuel Forbes #3,2023,2023 Panini Contenders - Round Numbers Red,3,Christian Gonzalez / Emmanuel Forbes,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078584937439680512-1-WY6j.jpg,,,1078584937439680512,1.75,
2023 Panini Contenders - Historic Draft Class Contenders Red Eli Manning #HDC-EM,2023,2023 Panini Contenders - Historic Draft Class Contenders Red,HDC-EM,Eli Manning,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078584963377256448-1-ogNa.jpg,,,1078584963377256448,1.00,
2023 Panini Contenders - Draft Class Contenders Bronze Tyler Scott #22,2023,2023 Panini Contenders - Draft Class Contenders Bronze,22,Tyler Scott,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078584996034107392-1-bTbz.jpg,,,1078584996034107392,0.30,
2023 Panini Contenders Mac Jones #69,2023,2023 Panini Contenders,69,Mac Jones,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581290903394304-1-x5eN.jpg,,,1078581290903394304,0.20,
2023 Panini Contenders Josh Allen #11,2023,2023 Panini Contenders,11,Josh Allen,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581313384863744-1-Zt65.jpg,,,1078581313384863744,3.00,
2023 Panini Contenders Baker Mayfield #92,2023,2023 Panini Contenders,92,Baker Mayfield,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581335472068608-1-zkBA.jpg,,,1078581335472068608,0.16,
2023 Panini Contenders - Season Ticket Retail Travis Kelce #52,2023,2023 Panini Contenders - Season Ticket Retail,52,Travis Kelce,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581359362824192-1-Q4U.jpg,,,1078581359362824192,1.41,
2023 Panini Contenders Travis Etienne Jr. #47,2023,2023 Panini Contenders,47,Travis Etienne Jr.,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581398084638720-1-XqI6.jpg,,,1078581398084638720,0.99,
2023 Panini Contenders - Round Numbers Red Zay Flowers / Dalton Kincaid #9,2023,2023 Panini Contenders - Round Numbers Red,9,Zay Flowers / Dalton Kincaid,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581420222175232-1-hl9.jpg,,,1078581420222175232,1.00,
2023 Panini Contenders - Season Ticket Retail Jared Goff #35,2023,2023 Panini Contenders - Season Ticket Retail,35,Jared Goff,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581434356979712-1-KS0.jpg,,,1078581434356979712,1.25,
2023 Panini Contenders - Draft Class Contenders Teal Dalton Kincaid #7 (SN149),2023,2023 Panini Contenders - Draft Class Contenders Teal,7,Dalton Kincaid,Football,SN149,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581468691552256-1-HXid.jpg,,,1078581468691552256,4.00,
2023 Panini Contenders Tyreek Hill #65,2023,2023 Panini Contenders,65,Tyreek Hill,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581482792802304-1-JFOj.jpg,,,1078581482792802304,0.06,
2023 Panini Contenders - Draft Class Contenders Jaxon Smith-Njigba #13,2023,2023 Panini Contenders - Draft Class Contenders,13,Jaxon Smith-Njigba,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078581499846842368-1-Eqag.jpg,,,1078581499846842368,1.25,
2015 Press Pass Cup Chase - Retail Elliott Sadler #52,2015,2015 Press Pass Cup Chase - Retail,52,Elliott Sadler,Other,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078577259363555328-1-Uwnr.jpg,,,1078577259363555328,,
2023 Panini Contenders - Rookie Stallions Red Dalton Kincaid #17,2023,2023 Panini Contenders - Rookie Stallions Red,17,Dalton Kincaid,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078577273733240832-1-vc3.jpg,,,1078577273733240832,1.25,
2008 Upper Deck - Potential Unlimited Antoine Cason #PU3,2008,2008 Upper Deck - Potential Unlimited,PU3,Antoine Cason,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078577320516507648-1-v9F.jpg,,,1078577320516507648,0.99,
2023 Panini Contenders - Draft Class Contenders Jayden Reed #14,2023,2023 Panini Contenders - Draft Class Contenders,14,Jayden Reed,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078577344960911360-1-LGG.jpg,,,1078577344960911360,1.15,
2023 Panini Contenders - Round Numbers Red Christian Gonzalez / Emmanuel Forbes #3,2023,2023 Panini Contenders - Round Numbers Red,3,Christian Gonzalez / Emmanuel Forbes,Football,,,,Ungraded,1,,https://storage.googleapis.com/collx-product-images/1078577371997394944-1-pOsY.jpg,,,1078577371997394944,1.75,
